City_ID,City,Country,Lat,Lng,Max temp,Humidity,Cloudiness,Wind Speed,Current Description
1472,okakarara,NA,-20.5833,17.4333,67.24,55,36,2.01,scattered clouds
1473,praia,CV,14.9215,-23.5087,77,33,0,18.41,clear sky
1474,nyurba,RU,63.2842,118.3319,-0.65,86,94,7.11,overcast clouds
1475,bereda,ES,43.2686,-7.5406,37.99,100,34,3,scattered clouds
1476,corrente,BR,-3.7367,-43.3394,73.09,97,100,3.33,overcast clouds
1477,rena,NO,61.1348,11.3641,30.99,54,100,8.01,overcast clouds
1478,newtonmore,GB,57.066,-4.1192,30,80,75,20.71,light snow
1479,goba,ET,7.0167,39.9833,49.32,80,4,3.58,clear sky
1480,bengbu,CN,32.9408,117.3608,53.85,46,99,8.39,overcast clouds
1481,beihai,CN,21.4833,109.1,76.39,71,94,9.82,overcast clouds
1482,lumphat,KH,13.4878,106.9816,87.58,44,54,9.53,broken clouds
1483,fallon,US,39.4735,-118.7774,75.2,10,75,23.02,broken clouds
1484,espera feliz,BR,-20.6503,-41.9072,61.39,97,100,2.1,overcast clouds
1485,canberra,AU,-35.2835,149.1281,75.99,60,40,8.05,scattered clouds
1486,smyrna,US,33.884,-84.5144,61,31,1,6.91,clear sky
1487,qui nhon,VN,13.7667,109.2333,80.85,72,100,8.12,overcast clouds
1488,biltine,TD,14.5333,20.9167,79.18,11,10,14.38,clear sky
1489,marsa matruh,EG,31.3525,27.2453,66.2,30,0,12.66,clear sky
1490,kochi,IN,9.9399,76.2602,80.6,83,40,2.3,mist
1491,yongan,CN,39.6957,113.6871,49.08,37,100,2.1,overcast clouds
1492,havoysund,NO,70.9963,24.6622,26.6,86,75,5.75,light snow
1493,minot,US,48.2325,-101.2963,60.8,20,1,10.36,clear sky
1494,bonwapitse,BW,-23.0766,26.7037,63.97,75,0,4.99,clear sky
1495,beisfjord,NO,68.3751,17.5988,30.2,80,90,9.22,overcast clouds
1496,floro,NO,61.5996,5.0328,26.6,93,90,19.57,heavy snow
1497,wanning,CN,18.8003,110.3967,80.46,75,28,9.37,scattered clouds
1498,veinticinco de mayo,AR,-35.4323,-60.1727,64.99,82,1,1.99,clear sky
1499,bonthe,SL,7.5264,-12.505,78.08,92,27,5.26,scattered clouds
1500,paragould,US,36.0584,-90.4973,62.6,48,1,6.91,clear sky
1501,dongsheng,CN,39.8161,109.9776,39.99,64,98,20.83,light rain
1502,urusha,RU,54.05,122.9,33.62,72,83,3.62,broken clouds
1503,innisfail,AU,-17.5333,146.0333,76.8,91,93,6.42,overcast clouds
1504,kidal,ML,18.4411,1.4078,78.49,6,73,5.99,broken clouds
1505,taua,BR,-5.9667,-40.3,76.64,68,81,6.96,broken clouds
1506,nyagan,RU,62.1406,65.3936,31.86,99,100,2.82,light snow
1507,zvishavane,ZW,-20.3267,30.0665,59.02,95,0,2.82,clear sky
1508,zavoi,RO,45.5167,22.4167,35.58,95,90,1.41,overcast clouds
1509,north fort myers,US,26.6673,-81.8801,70,52,1,5.75,clear sky
1510,novorzhev,RU,57.0294,29.3338,34.5,76,7,13.29,clear sky
1511,bubaque,GW,11.2833,-15.8333,75.6,73,99,10.54,overcast clouds
1512,kuvshinovo,RU,57.0295,34.1725,28.56,94,44,9.33,scattered clouds
1513,non sang,TH,16.8687,102.5664,80.01,83,75,8.05,light rain
1514,dzerzhinsk,RU,56.2389,43.4631,30.2,86,0,4.47,clear sky
1515,papara,BR,-3.9839,-38.7273,82.4,78,40,9.22,scattered clouds
1516,lugazi,UG,0.3772,32.9197,64.33,97,100,3.09,light rain
1517,ascension,US,30.2169,-90.9001,62.6,59,1,5.97,clear sky
1518,buluang,PH,13.3068,123.3425,87.55,51,9,1.61,clear sky
1519,booue,GA,-0.0921,11.9385,74.32,94,98,1.66,overcast clouds
1520,turka,UA,49.1541,23.0297,27,85,24,3.62,few clouds
1521,japura,ID,-0.3167,102.35,83.48,68,100,3.53,overcast clouds
1522,russellville,US,35.2784,-93.1338,68,52,1,5.75,clear sky
1523,aktau,KZ,43.65,51.2,46.4,100,90,13.42,overcast clouds
1524,fukue,JP,32.6881,128.8419,57.2,58,75,19.57,broken clouds
1525,kaihua,CN,23.3687,104.28,59.77,93,100,1.97,overcast clouds
1526,wanaka,NZ,-44.7,169.15,61,71,26,5.01,scattered clouds
1527,cam ranh,VN,11.9214,109.1591,82.4,69,20,11.5,few clouds
1528,villaviciosa,ES,43.4813,-5.4357,45,88,19,3.87,few clouds
1529,merced,US,37.1666,-120.7516,69.8,40,1,6.91,clear sky
1530,palembang,ID,-2.9167,104.7458,82.4,83,20,4.61,haze
1531,elko,US,41.0002,-115.5012,69.8,12,1,19.57,clear sky
1532,ozernovskiy,RU,51.5,156.5167,28.71,90,100,15.32,light snow
1533,iskateley,RU,67.6803,53.1512,14.38,93,60,10.04,broken clouds
1534,lebedinyy,RU,58.5167,125.5167,12.61,88,100,9.06,light snow
1535,pyay,MM,18.8167,95.2167,73.15,81,97,3.83,overcast clouds
1536,monte patria,CL,-30.6919,-70.9467,65.5,73,0,2.64,clear sky
1537,tairua,NZ,-37.0167,175.85,73.99,67,99,18.01,overcast clouds
1538,santander,ES,43.4647,-3.8044,46.99,93,4,1.14,clear sky
1539,west wendover,US,40.7391,-114.0733,75.2,9,1,9.22,clear sky
1540,pingdu,CN,36.7844,119.9464,64,30,0,2.24,clear sky
1541,vargashi,RU,55.3556,65.8467,33.13,98,100,8.84,overcast clouds
1542,gazojak,TM,41.1875,61.4036,48.9,54,5,7.14,clear sky
1543,adwa,ET,14.1646,38.8955,62.76,51,7,8.75,clear sky
1544,santa elena,EC,-2.2333,-80.85,75.27,83,99,7.16,overcast clouds
1545,smithers,CA,54.7804,-127.1743,41,56,40,14.97,scattered clouds
1546,calbuco,CL,-41.768,-73.1273,53.6,100,0,6.91,clear sky
1547,manaure,CO,11.7751,-72.4445,79.65,70,15,16.78,few clouds
1548,banjar,ID,-8.19,114.9675,84.2,79,20,4.61,few clouds
1549,bassano,CA,50.7834,-112.4685,44.6,81,100,6.91,overcast clouds
1550,qingdao,CN,36.0986,120.3719,57.99,30,0,2.24,clear sky
1551,gazanjyk,TM,39.2446,55.5154,54.14,51,0,9.17,clear sky
1552,barentu,ER,15.1139,37.5928,72.41,44,4,4.94,clear sky
1553,clones,IE,54.1833,-7.2333,37.27,82,100,11.05,overcast clouds
1554,lamar,US,33.6668,-95.5836,64.99,72,90,3.44,overcast clouds
1555,beinamar,TD,8.6698,15.3813,84.78,23,68,2.04,broken clouds
1556,congonhas,BR,-20.4997,-43.8578,61.07,96,100,4.76,overcast clouds
1557,las navas,PH,12.3392,125.0313,86.67,52,35,5.75,scattered clouds
1558,toktogul,KG,41.8708,72.9402,40.68,94,100,1.12,overcast clouds
1559,trapani,IT,37.8333,12.6667,61,87,0,2.3,clear sky
1560,raisinghnagar,IN,29.5358,73.4492,75,20,100,13.38,overcast clouds
1561,chitral,PK,35.8462,71.7858,46.63,92,99,0.74,overcast clouds
1562,requena,ES,39.4883,-1.1004,52,84,88,1.95,overcast clouds
1563,barabash,RU,43.2,131.4833,46.4,25,0,2.24,clear sky
1564,gillette,US,44.2911,-105.5022,64.4,19,1,6.91,clear sky
1565,syracuse,IT,37.0881,15.2792,57.2,72,75,11.5,broken clouds
1566,linares,CL,-35.85,-71.6,56.82,66,6,0.78,clear sky
1567,ryotsu,JP,38.0833,138.4333,48.2,76,75,12.66,broken clouds
1568,del rio,US,29.3627,-100.8968,73.4,56,90,8.05,overcast clouds
1569,fernie,CA,49.5,-115.0687,35.6,93,100,2.3,overcast clouds
1570,garchitorena,PH,13.8804,123.6946,83.77,66,18,8.23,few clouds
1571,sao paulo de olivenca,BR,-3.3783,-68.8725,73.38,98,97,2.42,overcast clouds
1572,rantepao,ID,-2.9701,119.8978,82.76,51,61,3.85,broken clouds
1573,ko samui,TH,9.5357,99.9357,84.2,79,20,2.3,few clouds
1574,bud,US,39.447,-86.1758,62.01,55,100,7,overcast clouds
1575,darhan,MN,49.4867,105.9228,40.35,51,12,8.32,few clouds
1576,adur,IN,9.1667,76.7333,77.79,79,0,3.96,clear sky
1577,mulchen,CL,-37.7167,-72.2333,51.85,70,44,4.41,scattered clouds
1578,udimskiy,RU,61.1417,45.9144,25.83,96,100,6.89,overcast clouds
1579,temiscaming,CA,46.7212,-79.0971,39.2,60,9,1.14,clear sky
1580,martapura,ID,-3.4167,114.85,80.6,94,40,5.75,scattered clouds
1581,angoram,PG,-4.0625,144.0661,86.56,63,79,2.48,broken clouds
1582,agaro,ET,7.85,36.65,63.97,70,50,1.59,scattered clouds
1583,price,US,39.5994,-110.8107,73.4,9,1,8.05,clear sky
1584,beaupre,CA,47.0443,-70.8953,34,60,100,5.75,overcast clouds
1585,sabancuy,MX,18.9667,-91.1833,75.4,77,51,13,broken clouds
1586,goch,DE,51.6667,6.1667,42.01,83,100,8.99,overcast clouds
1587,bayshore gardens,US,27.4253,-82.5904,66,63,1,6.91,clear sky
1588,tokat,TR,40.4167,36.5833,43.84,69,100,17.98,overcast clouds
1589,veriora,EE,58.0079,27.3551,39.2,70,90,20.71,overcast clouds
1590,chagoda,RU,59.164,35.3285,31.71,92,87,9.73,overcast clouds
1591,progreso,MX,21.2833,-89.6667,77,50,20,6.91,few clouds
1592,verkhovazhye,RU,60.7472,42.0465,31.08,92,99,9.64,overcast clouds
1593,harbour breton,CA,47.4833,-55.7983,43.3,90,100,20.87,overcast clouds
1594,nalut,LY,30.3333,10.85,73.35,15,83,11.74,broken clouds
1595,primo tapia,MX,32.22,-116.9172,69.8,56,20,9.22,few clouds
1596,nawa,IN,27.0167,75,78.24,21,8,3.53,clear sky
1597,isabela,PH,6.7085,121.9711,86,74,90,4.61,overcast clouds
1598,nakhon pathom,TH,13.9833,100.0833,82.99,73,100,8.75,overcast clouds
1599,lochgilphead,GB,56.038,-5.4321,37.4,70,90,11.5,light rain
1600,malpe,IN,13.35,74.7167,82.4,74,75,8.5,broken clouds
1601,muncar,ID,-8.4333,114.3333,82.6,76,100,5.17,overcast clouds
1602,paulo ramos,BR,-4.2167,-45.1833,73.89,96,65,3.33,broken clouds
1603,annur,IN,11.2333,77.1333,75.2,94,40,4.61,mist
1604,kijang,KR,35.2442,129.2139,55.4,44,20,18.41,few clouds
1605,seoul,KR,37.5683,126.9778,55.4,26,0,5.75,clear sky
1606,pasni,PK,25.2631,63.471,78.06,82,0,2.42,clear sky
1607,vershino-shakhtaminskiy,RU,51.3012,117.8868,32.31,39,0,12.64,clear sky
1608,batagay,RU,67.6333,134.6333,-3.41,86,100,4.92,overcast clouds
1609,port augusta,AU,-32.5,137.7667,84,68,0,12.66,clear sky
1610,quang ngai,VN,15.1167,108.8,83.44,63,73,1.81,broken clouds
1611,zyryanskoye,RU,56.8306,86.6258,30.47,97,100,6.91,overcast clouds
1612,nazilli,TR,37.9163,28.3223,55.02,66,98,3.22,light rain
1613,lethem,GY,3.3803,-59.7968,77.81,82,100,10.89,light rain
1614,rach gia,VN,10.0167,105.0833,84.2,84,40,14.97,scattered clouds
1615,storslett,NO,69.7678,21.0247,21.13,92,100,3.49,overcast clouds
1616,gaffney,US,35.0718,-81.6498,62.6,27,1,4.61,clear sky
1617,nyrob,RU,60.733,56.7202,20.23,99,98,3.06,overcast clouds
1618,springfield,US,37.2153,-93.2982,62.6,55,1,5.75,clear sky
1619,sa kaeo,TH,13.75,102.3333,84.92,62,100,7.54,overcast clouds
1620,kaeo,NZ,-35.1,173.7833,73,63,97,1.99,overcast clouds
1621,ajdabiya,LY,30.7554,20.2263,70.14,12,92,15.86,overcast clouds
1622,flagstaff,US,35.1981,-111.6513,68,10,1,11.5,clear sky
1623,harlingen,US,26.1906,-97.6961,71.01,78,1,18.41,clear sky
1624,shrewsbury,GB,52.7101,-2.7521,48.2,71,75,16.11,broken clouds
1625,bela vista de goias,BR,-16.9728,-48.9533,68,94,90,5.75,heavy intensity rain
1626,xuanzhou,CN,30.9525,118.7553,56.46,38,73,9.89,broken clouds
1627,tokmak,UA,47.2514,35.7058,36.59,94,100,6.08,overcast clouds
1628,chicama,PE,-7.8447,-79.1469,71.6,83,75,6.91,fog
1629,lithakia,GR,37.7167,20.8333,59,88,75,5.5,broken clouds
1630,coleraine,GB,55.1333,-6.6667,41,70,75,10.36,broken clouds
1631,santa isabel do rio negro,BR,-0.4139,-65.0192,74.62,97,93,1.34,moderate rain
1632,alto araguaia,BR,-17.3147,-53.2153,70.93,60,91,4.9,overcast clouds
1633,xichang,CN,27.8964,102.2634,65.37,36,100,2.21,overcast clouds
1634,borazjan,IR,29.2666,51.2159,68,73,0,18.41,clear sky
1635,koronowo,PL,53.3137,17.937,39.99,75,20,11.5,few clouds
1636,methven,NZ,-43.6333,171.65,79,31,6,14,clear sky
1637,lerwick,GB,60.1545,-1.1494,30.2,69,75,32.21,light snow
1638,los cedrales,PY,-25.65,-54.7,77,83,0,4.61,moderate rain
1639,demba,CD,-5.51,22.2667,66.29,98,100,0.65,overcast clouds
1640,san juan evangelista,MX,17.9,-95.1333,69.78,63,9,6.04,clear sky
1641,te horo,NZ,-40.8084,175.1233,69.01,80,100,4,overcast clouds
1642,ust-ilimsk,RU,58.0006,102.6619,31.26,89,99,1.88,overcast clouds
1643,kasangulu,CD,-4.5911,15.1708,77,94,75,6.91,broken clouds
1644,benidorm,ES,38.5382,-0.131,55.99,89,0,2.46,clear sky
1645,shorapani,GE,42.0898,43.0866,53.6,71,75,11.5,broken clouds
1646,almazar,UZ,40.3217,69.0106,48.2,76,90,6.71,overcast clouds
1647,leczyca,PL,52.0596,19.1997,35.01,80,6,4,clear sky
1648,qom,IR,34.6401,50.8764,56.21,18,0,2.33,clear sky
1649,oblivskaya,RU,48.5362,42.5014,39.06,94,100,7.74,moderate rain
1650,kendari,ID,-3.945,122.4989,84.99,73,100,1.14,overcast clouds
1651,boguchany,RU,58.3814,97.4531,34.29,94,100,4.34,overcast clouds
1652,kuusamo,FI,65.9667,29.1833,32,100,90,11.5,snow
1653,arman,RU,59.7,150.1667,21.36,50,100,4.41,overcast clouds
1654,tchibanga,GA,-2.85,11.0333,73.09,97,100,1.48,overcast clouds
1655,teteven,BG,42.9167,24.2667,37.99,100,96,1.61,overcast clouds
1656,gweta,BW,-20.1833,25.2333,69.49,60,0,6.69,clear sky
1657,ruston,US,32.5232,-92.6379,62.6,51,90,2.3,overcast clouds
1658,siruguppa,IN,15.6333,76.9,81.48,44,17,7.05,few clouds
1659,bambui,BR,-20.0064,-45.9769,68,78,100,3.18,overcast clouds
1660,chulman,RU,56.8479,124.9104,21.43,78,100,3.51,overcast clouds
1661,zapolyarnyy,RU,69.4154,30.8136,33.8,86,90,8.05,overcast clouds
1662,jhang,PK,33.6748,72.6963,66,59,99,1.99,overcast clouds
1663,anamur,TR,36.0751,32.8369,51.8,87,0,4.61,clear sky
1664,payo,ID,-3.7508,103.6372,82.53,61,98,1.81,overcast clouds
1665,xinzhi,CN,36.4989,111.7047,53.08,33,100,3.96,light rain
1666,pilar,BR,-9.5972,-35.9567,77,94,75,6.91,broken clouds
1667,suntar,RU,62.1444,117.6319,2.41,75,98,7.94,overcast clouds
1668,shankargarh,IN,25.1833,81.6167,84.29,6,3,5.48,clear sky
1669,narnaund,IN,29.2167,76.15,78.93,16,71,6.51,broken clouds
1670,avanigadda,IN,16.0215,80.9181,83.68,73,60,6.46,broken clouds
1671,marienburg,PL,54.0359,19.0266,41,74,87,16.89,overcast clouds
1672,brownwood,US,31.7093,-98.9912,64.4,72,90,8.05,overcast clouds
1673,porto murtinho,BR,-21.6989,-57.8825,80.15,46,68,0.49,broken clouds
1674,ciechanow,PL,52.8814,20.62,37.99,75,0,10.36,clear sky
1675,zatoka,UA,46.0725,30.4654,39.2,93,0,11.07,clear sky
1676,zomin,UZ,39.9606,68.3958,46.89,82,77,3.18,broken clouds
1677,muhos,FI,64.808,25.9931,34,100,90,6.91,light snow
1678,medford,US,42.3265,-122.8756,66.2,34,1,12.66,clear sky
1679,belur,IN,13.1667,75.8667,70.25,71,13,2.44,few clouds
1680,chuzhou,CN,32.3219,118.2978,55.02,40,79,8.99,broken clouds
1681,yabrud,SY,33.9674,36.6574,48,81,0,3.44,clear sky
1682,port pirie,AU,-33.1833,138.0167,73.4,68,0,12.66,clear sky
1683,mizan teferi,ET,6.9833,35.5833,64.83,75,100,3.58,overcast clouds
1684,selenginsk,RU,52.0064,106.8647,35.6,75,75,4.47,light snow
1685,waddan,LY,29.1614,16.139,72.57,9,0,13.11,clear sky
1686,valdivia,CL,-39.8142,-73.2459,55.4,82,90,8.05,overcast clouds
1687,desaguadero,PE,-16.5656,-69.0417,43.36,78,93,16.44,light rain
1688,clovis,US,36.8252,-119.7029,73.99,35,75,3.44,broken clouds
1689,taoudenni,ML,22.6783,-3.9836,81.07,7,87,10.98,overcast clouds
1690,ojinaga,MX,29.5667,-104.4167,77,38,1,10.36,clear sky
1691,manacapuru,BR,-3.2997,-60.6206,77,94,0,2.3,clear sky
1692,lae,PG,-6.7221,146.9847,85.89,64,58,6.55,broken clouds
1693,nanga eboko,CM,4.6833,12.3667,71.87,87,67,3.36,broken clouds
1694,barghat,IN,22.0333,79.7167,81.27,9,0,3.53,clear sky
1695,manavalakurichi,IN,8.1333,77.3,82.4,78,40,6.91,mist
1696,nikolsk,RU,53.7189,46.0712,28.76,92,14,3.89,few clouds
1697,aulnoye-aymeries,FR,50.2014,3.8384,39,95,87,10.87,overcast clouds
1698,acari,PE,-15.4311,-74.6158,73.99,81,50,2.53,scattered clouds
1699,altamira,BR,-3.2033,-52.2064,74.1,95,72,3.2,broken clouds
1700,altay,CN,47.8667,88.1167,43.2,39,2,6.53,clear sky
1701,dillon,US,34.4166,-79.3712,60.8,36,1,4.61,clear sky
1702,teknaf,BD,20.8624,92.3058,79.9,68,10,4.45,clear sky
1703,soria,ES,41.6667,-2.6667,39,65,2,2.68,clear sky
1704,gunjur,GM,13.2019,-16.7339,69.8,88,0,8.05,clear sky
1705,carauari,BR,-4.8828,-66.8958,72.93,94,93,1.19,overcast clouds
1706,morden,CA,49.1919,-98.1014,59,23,100,6.73,overcast clouds
1707,bucerias,MX,20.75,-105.3333,77,83,1,5.75,clear sky
1708,nanning,CN,22.8167,108.3167,62.6,88,90,6.71,overcast clouds
1709,poronaysk,RU,49.2167,143.1167,32.97,72,12,4.45,few clouds
1710,camana,PE,-16.6228,-72.7111,71.44,86,100,7.29,light rain
1711,lulea,SE,65.5842,22.1547,33.8,93,90,11.5,overcast clouds
1712,dimitrovgrad,RU,54.2139,49.6184,32,80,100,8.95,overcast clouds
1713,cortland,US,42.6001,-76.083,39.99,70,1,4.5,clear sky
1714,chauk,MM,20.8833,94.8167,82.18,48,0,4.61,clear sky
1715,mlimba,TZ,-8.8,35.8167,70.75,97,99,1.14,light rain
1716,manono,CD,-7.3,27.4167,69.4,94,100,2.28,light rain
1717,huaral,PE,-11.495,-77.2078,75.2,69,0,5.75,clear sky
1718,chardara,KZ,41.2547,67.9692,48.2,66,60,5.88,broken clouds
1719,gushikawa,JP,26.3544,127.8686,71.6,56,20,18.41,few clouds
1720,catamarca,AR,-28.4696,-65.7852,73.99,82,40,5.01,scattered clouds
1721,oratorio,GT,14.2281,-90.1758,66,72,40,23.02,scattered clouds
1722,ruteng,ID,-8.6136,120.4721,65.43,87,100,4.47,moderate rain
1723,djenne,ML,13.9061,-4.5533,83.88,7,1,7.81,clear sky
1724,awjilah,LY,29.1081,21.2869,67.73,12,85,11.88,overcast clouds
1725,larsnes,NO,62.2028,5.5773,32,93,100,14,light snow
1726,helong,CN,42.5397,128.9972,54.16,20,0,4.12,clear sky
1727,college place,US,46.0493,-118.3883,57,44,90,18.41,overcast clouds
1728,petropavl,KZ,54.8753,69.1628,31.35,93,100,5.12,overcast clouds
1729,iwanai,JP,42.9744,140.5089,45.72,41,0,7.83,clear sky
1730,umm kaddadah,SD,13.6017,26.6876,71.24,8,61,16.53,broken clouds
1731,antalaha,MG,-14.9003,50.2788,73.78,87,100,4.29,overcast clouds
1732,pervomayskoye,RU,43.919,46.7102,48.33,71,100,11.18,overcast clouds
1733,blagoyevo,RU,63.3667,47.9167,25.97,90,100,6.93,overcast clouds
1734,gallup,US,35.5281,-108.7426,73.4,12,1,13.8,clear sky
1735,stillwater,US,36.1156,-97.0584,69.8,52,20,11.5,few clouds
1736,argelia,CO,2.2556,-77.2488,65.28,94,100,0.76,overcast clouds
1737,tenali,IN,16.2425,80.6398,83.28,76,54,6.15,broken clouds
1738,lianzhou,CN,24.7811,112.3825,63.52,75,97,3.76,overcast clouds
1739,palana,RU,59.1167,159.9667,22.35,90,99,6.38,overcast clouds
1740,san juan del sur,NI,11.2529,-85.8705,81.23,70,93,23.26,overcast clouds
1741,taboga,IT,46.2663,13.1092,44.01,78,40,3.09,scattered clouds
1742,maicao,CO,11.3832,-72.2432,79.03,71,25,12.35,scattered clouds
1743,damnagar,IN,21.7,71.5167,81.32,49,0,7.81,clear sky
1744,kobryn,BY,52.2138,24.3564,31.68,75,19,9.78,few clouds
1745,warwick,US,41.7001,-71.4162,53.6,28,1,14.97,clear sky
1746,dzilam gonzalez,MX,21.2833,-88.9333,71.78,69,0,8.84,clear sky
1747,champerico,GT,14.3,-91.9167,70,95,51,4.88,broken clouds
1748,santa cruz de la palma,ES,28.6835,-17.7642,66.2,63,90,4.61,overcast clouds
1749,perdoes,BR,-21.0908,-45.0914,62.24,89,81,8.59,broken clouds
1750,kayankulam,IN,9.1833,76.5,78.69,80,1,7.58,clear sky
1751,singapore,SG,1.2897,103.8501,84.2,79,75,3.44,broken clouds
1752,lufkin,US,31.3382,-94.7291,66.2,63,1,6.08,clear sky
1753,luangwa,ZM,-15.6167,30.4167,64.96,85,0,1.88,clear sky
1754,beyneu,KZ,45.3167,55.2,45.48,81,13,8.21,few clouds
1755,kampene,CD,-3.6,26.6667,66.74,99,99,1.74,moderate rain
1756,grootfontein,NA,-19.5667,18.1167,60.8,82,0,3.44,clear sky
1757,daloa,CI,6.8774,-6.4502,73.33,93,77,3.09,broken clouds
1758,nguruka,TZ,-5.1092,31.0419,63.93,96,100,3.04,overcast clouds
1759,lebyazhye,RU,55.2689,66.4947,33.17,98,100,8.05,overcast clouds
1760,labis,MY,2.385,103.021,80.8,85,100,1.72,overcast clouds
1761,tsiroanomandidy,MG,-18.7667,46.0333,64.18,98,9,2.77,clear sky
1762,malakal,SS,9.5334,31.6605,85.44,15,66,8.16,broken clouds
1763,usolye-sibirskoye,RU,52.7519,103.6453,35.04,82,100,2.17,overcast clouds
1764,mazatlan,MX,23.2167,-106.4167,82.4,26,1,6.91,clear sky
1765,singaparna,ID,-7.3515,108.111,79.77,77,97,1.61,light rain
1766,shellbrook,CA,53.2168,-106.4011,51.8,46,75,9.22,broken clouds
1767,kichera,RU,55.9375,110.0997,27,78,100,6.96,overcast clouds
1768,jiwani,PK,25.05,61.7417,79.93,78,0,10.89,clear sky
1769,kamariotissa,GR,40.4833,25.4667,50,81,40,18.41,scattered clouds
1770,caluquembe,AO,-13.7833,14.6833,63.84,67,100,4.41,overcast clouds
1771,ecoporanga,BR,-18.3733,-40.8306,70.74,87,98,5.17,overcast clouds
1772,itaberai,BR,-16.0203,-49.8103,68.49,88,51,4.07,broken clouds
1773,dickinson,US,29.4608,-95.0513,66.99,77,40,10.36,scattered clouds
1774,san isidro,PE,-12.1167,-77.05,75.2,69,0,5.75,clear sky
1775,sangmelima,CM,2.9333,11.9833,70.47,90,48,2.93,scattered clouds
1776,alexandria,EG,31.2156,29.9553,59,58,0,4.61,clear sky
1777,nueva helvecia,UY,-34.3,-57.2333,66,92,25,6.64,scattered clouds
1778,winnemucca,US,40.973,-117.7357,73.4,6,1,12.66,clear sky
1779,dubbo,AU,-32.25,148.6167,78.8,53,0,5.75,clear sky
1780,popondetta,PG,-8.7537,148.2534,90.23,53,100,5.73,overcast clouds
1781,warangal,IN,18,79.5833,81.66,67,47,11.32,scattered clouds
1782,yangjiang,CN,21.85,111.9667,75.24,66,100,8.7,overcast clouds
1783,lago da pedra,BR,-4.3333,-45.1667,73.62,95,70,3.11,broken clouds
1784,chernyshevskiy,RU,63.0128,112.4714,-2.6,84,53,5.28,broken clouds
1785,baruun-urt,MN,46.6806,113.2792,44.6,35,0,8.86,clear sky
1786,cap malheureux,MU,-19.9842,57.6142,80.01,76,10,4,clear sky
1787,oxford,GB,51.7522,-1.256,44.6,87,40,8.05,scattered clouds
1788,mouzouras,GR,35.5333,24.15,69.8,60,40,9.22,scattered clouds
1789,charagua,BO,-19.8,-63.2167,70.66,73,99,4.99,overcast clouds
1790,aurora,US,39.7294,-104.8319,71.6,16,75,10.36,broken clouds
1791,rexburg,US,43.826,-111.7897,68,13,1,21.85,clear sky
1792,sazonovo,RU,59.0919,35.2268,31.44,93,85,9.66,overcast clouds
1793,altenholz,DE,54.4,10.1333,44.01,87,90,23.73,overcast clouds
1794,puerto escondido,MX,15.85,-97.0667,79.07,73,76,0.54,broken clouds
1795,sokolo,ML,14.7328,-6.1219,85.05,8,7,7.52,clear sky
1796,nador,MA,35.174,-2.9287,57.2,88,40,4.61,scattered clouds
1797,pendleton,US,45.6721,-118.7886,55.4,44,90,19.57,overcast clouds
1798,san francisco del mar,MX,16.2333,-94.65,78.93,59,31,23.78,scattered clouds
1799,lithgow,AU,-33.4833,150.15,69.01,94,5,6.6,clear sky
1800,rajanpur,PK,29.1035,70.325,79.05,18,40,21.9,scattered clouds
1801,boke,GN,10.9409,-14.2967,71.55,90,92,3.15,overcast clouds
1802,novyy oskol,RU,50.7631,37.8691,35.42,83,4,1.77,clear sky
1803,sangueya,GN,10.7,-14.3667,72.21,89,88,2.8,overcast clouds
1804,chalon-sur-saone,FR,46.7833,4.85,39,73,2,3.09,clear sky
1805,alvik,SE,60.7477,14.8746,32,100,90,5.75,light snow
1806,lokosovo,RU,61.1333,74.8167,32.41,87,98,9.66,overcast clouds
1807,pulandian,CN,39.3953,121.9669,62.6,27,0,8.95,clear sky
1808,sisimiut,GL,66.9395,-53.6735,14.68,91,100,10.02,light snow
1809,navahrudak,BY,53.6,25.8333,30.92,74,17,11.5,few clouds
1810,puerto suarez,BO,-18.95,-57.8,78.12,59,16,1.81,few clouds
1811,sokoni,TZ,-6.4333,39.55,75.2,94,20,5.75,moderate rain
1812,kyaikkami,MM,16.08,97.5675,79.88,73,100,6.96,overcast clouds
1813,vangaindrano,MG,-23.35,47.6,70.74,88,8,5.41,clear sky
1814,san clemente,US,33.427,-117.612,64,80,78,1.01,broken clouds
1815,buenaventura,CO,3.8801,-77.0312,76.48,94,100,0.83,overcast clouds
1816,nong chik,TH,6.8436,101.178,83.61,72,57,3.76,broken clouds
1817,sundsvall,SE,62.3913,17.3063,37,60,90,13.8,overcast clouds
1818,ranot,TH,7.7777,100.3213,82.33,76,100,4.07,overcast clouds
1819,tucuma,BR,-0.1833,-50.05,76.33,92,99,6.17,overcast clouds
1820,biaora,IN,23.8667,76.9167,82.06,14,0,4.81,clear sky
1821,zinder,NE,13.8072,8.9881,74.16,9,5,9.62,clear sky
1822,imbituba,BR,-28.24,-48.6703,73.4,73,40,4.61,scattered clouds
1823,santa cruz cabralia,BR,-16.2781,-39.0247,75.2,88,0,2.3,clear sky
1824,saint-gabriel,CA,46.3001,-73.3824,48.2,43,86,9.22,overcast clouds
1825,cuiluan,CN,47.72,128.648,51.71,30,43,14.05,scattered clouds
1826,havre-saint-pierre,CA,50.2334,-63.5986,39.2,93,90,11.5,overcast clouds
1827,manakara,MG,-22.1333,48.0167,72.59,94,15,4.99,few clouds
1828,koson,UZ,39.0375,65.585,42.8,93,0,4.61,mist
1829,nouna,BF,12.7333,-3.8667,81.97,8,0,4.05,clear sky
