City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max temp,Wind Speed
73,Kapaa,40,US,2021-04-03 01:04:19,65,22.0752,-159.319,78.8,16.11
74,Codrington,0,AU,2021-04-03 01:09:33,24,-38.2667,141.9667,84.49,17.29
75,Hithadhoo,9,MV,2021-04-03 01:07:35,74,-0.6,73.0833,83.82,18.43
76,Ngunguru,20,NZ,2021-04-03 01:09:34,70,-35.6167,174.5,73.99,3.0
77,Tazovskiy,100,RU,2021-04-03 01:07:55,94,67.4667,78.7,11.86,11.18
78,Pevek,14,RU,2021-04-03 01:07:33,84,69.7008,170.3133,-5.31,3.11
79,Fortuna,1,US,2021-04-03 01:07:47,87,40.5982,-124.1573,55.99,12.66
80,Yeppoon,75,AU,2021-04-03 01:09:35,65,-23.1333,150.7333,77.0,16.11
81,San Isidro,0,PE,2021-04-03 01:09:35,78,-12.1167,-77.05,71.01,6.91
82,Benguela,100,AO,2021-04-03 01:07:45,85,-12.5763,13.4055,79.27,3.94
83,Labuan,20,MY,2021-04-03 01:09:35,83,5.2767,115.2417,82.4,2.3
84,Severo-Kurilsk,40,RU,2021-04-03 01:08:20,80,50.6789,156.125,31.51,8.63
85,Bedford,13,GB,2021-04-03 01:07:19,90,52.1346,-0.4663,39.99,3.0
86,Mar Del Plata,40,AR,2021-04-03 01:05:37,82,-38.0023,-57.5575,66.99,11.5
87,Betare Oya,44,CM,2021-04-03 01:09:36,28,5.6,14.0833,69.1,2.95
88,Acarau,12,BR,2021-04-03 01:09:06,84,-2.8856,-40.12,79.21,12.15
89,Bengkulu,100,ID,2021-04-03 01:07:32,85,-3.8004,102.2655,77.63,6.13
90,Husavik,0,IS,2021-04-03 01:08:00,49,66.0449,-17.3389,44.6,18.41
91,Nishihara,90,JP,2021-04-03 01:09:37,94,26.1842,127.7558,75.2,4.61
92,Tuktoyaktuk,75,CA,2021-04-03 01:07:23,70,69.4541,-133.0374,-11.2,6.91
93,Georgetown,20,MY,2021-04-03 01:07:48,89,5.4112,100.3354,82.4,3.44
94,Laguna,1,US,2021-04-03 01:07:42,16,38.421,-121.4238,80.6,10.36
95,Morondava,0,MG,2021-04-03 01:09:37,80,-20.2833,44.2833,77.92,1.41
96,Saint-Philippe,75,RE,2021-04-03 01:07:23,88,-21.3585,55.7679,77.0,23.02
97,Ignacio De La Llave,90,MX,2021-04-03 01:09:38,78,18.7167,-95.9833,72.0,17.27
98,Salalah,0,OM,2021-04-03 01:09:38,60,17.0151,54.0924,73.4,4.61
99,Honningsvag,16,NO,2021-04-03 01:09:38,85,70.9821,25.9704,32.04,9.1
100,Itaituba,100,BR,2021-04-03 01:09:39,99,-4.2761,-55.9836,74.14,2.57
101,Alofi,91,NU,2021-04-03 01:07:03,66,-19.0595,-169.9187,86.0,10.36
102,Upernavik,100,GL,2021-04-03 01:07:31,99,72.7868,-56.1549,-15.29,6.55
103,Lodwar,18,KE,2021-04-03 01:09:39,49,3.1191,35.5973,82.33,9.28
104,Chuy,2,UY,2021-04-03 01:08:38,80,-33.6971,-53.4616,63.0,6.26
105,Bambanglipuro,20,ID,2021-04-03 01:02:37,76,-7.95,110.2833,80.87,4.61
106,Port Alfred,27,ZA,2021-04-03 01:07:17,87,-33.5906,26.891,59.83,10.25
107,Lorengau,100,PG,2021-04-03 01:09:40,81,-2.0226,147.2712,80.74,3.71
108,Purificacion,100,CO,2021-04-03 01:09:40,82,3.8587,-74.9313,77.13,3.65
109,Provideniya,100,RU,2021-04-03 01:08:07,86,64.3833,-173.3,13.32,12.77
110,Kerman,20,IR,2021-04-03 01:09:41,36,30.2832,57.0788,60.8,4.61
111,Makakilo City,40,US,2021-04-03 01:09:41,51,21.3469,-158.0858,82.4,8.05
112,Klaksvik,75,FO,2021-04-03 01:09:41,93,62.2266,-6.589,42.8,14.97
113,Kysyl-Syr,100,RU,2021-04-03 01:09:41,90,63.8986,122.7617,-0.63,7.25
114,Silifke,0,TR,2021-04-03 01:09:42,63,36.3778,33.9344,54.27,3.38
115,Batemans Bay,0,AU,2021-04-03 01:09:42,61,-35.7167,150.1833,75.99,1.01
116,Saint George,1,US,2021-04-03 01:07:23,11,37.1041,-113.5841,82.4,6.91
117,Vogan,20,TG,2021-04-03 01:09:43,89,6.3333,1.5333,82.4,9.22
118,Bethel,68,US,2021-04-03 01:07:24,57,41.3712,-73.414,32.0,5.88
119,Asau,99,RO,2021-04-03 01:03:29,60,46.4333,26.4,39.99,0.69
120,Kaeo,2,NZ,2021-04-03 01:08:48,70,-35.1,173.7833,73.99,3.0
121,Rakitnoye,75,RU,2021-04-03 01:09:43,93,50.8389,35.8515,37.4,11.18
122,Vila Velha,75,BR,2021-04-03 01:04:33,94,-20.3297,-40.2925,73.4,4.61
123,Soe,100,ID,2021-04-03 01:09:44,98,-9.8607,124.284,66.79,4.07
124,Lompoc,1,US,2021-04-03 01:07:26,72,34.6391,-120.4579,57.2,12.66
125,Brae,75,GB,2021-04-03 01:08:19,70,60.3964,-1.353,41.0,8.05
126,Priargunsk,0,RU,2021-04-03 01:09:44,46,50.3691,119.1012,33.13,11.45
127,Talanga,40,HN,2021-04-03 01:09:45,68,14.4,-87.0833,71.6,11.5
128,Poum,99,NC,2021-04-03 01:07:34,84,-20.2333,164.0167,78.85,6.85
129,Bluff,100,NZ,2021-04-03 01:07:54,67,-46.6,168.3333,57.0,8.01
130,Bubaque,8,GW,2021-04-03 01:09:10,80,11.2833,-15.8333,75.83,13.96
131,San Policarpo,14,PH,2021-04-03 01:09:45,68,12.1791,125.5072,82.92,9.31
132,Qasigiannguit,75,GL,2021-04-03 01:09:46,72,68.8193,-51.1922,6.8,9.22
133,Narsaq,90,GL,2021-04-03 01:08:33,87,60.9167,-46.05,35.6,1.14
134,Carballo,80,ES,2021-04-03 01:09:46,93,43.213,-8.691,55.0,2.95
135,Marienburg,99,PL,2021-04-03 01:09:46,87,54.0359,19.0266,37.0,1.99
136,Dryden,75,CA,2021-04-03 01:09:47,34,49.7833,-92.7503,50.0,6.91
137,La Paz,75,BO,2021-04-03 01:09:47,100,-16.5,-68.15,42.8,6.91
138,Broome,1,US,2021-04-03 01:09:47,36,42.2506,-75.833,27.0,5.75
139,Sao Miguel,20,BR,2021-04-03 01:09:48,88,-5.4667,-35.3667,78.8,2.3
140,Gamba,100,GA,2021-04-03 01:09:48,89,-2.65,10.0,77.49,4.76
141,Bambous Virieux,75,MU,2021-04-03 01:06:44,100,-20.3428,57.7575,79.0,12.06
142,Lagoa,100,PT,2021-04-03 01:07:45,82,39.05,-27.9833,60.78,29.57
143,Presidencia Roque Saenz Pena,0,AR,2021-04-03 01:09:49,67,-26.7852,-60.4388,65.23,5.12
144,Cidreira,78,BR,2021-04-03 01:07:34,80,-30.1811,-50.2056,69.49,12.75
145,Yilan,75,TW,2021-04-03 01:09:49,88,24.757,121.753,77.0,5.75
146,Bakchar,100,RU,2021-04-03 01:09:50,97,57.0186,82.0711,33.06,12.03
147,Kloulklubed,75,PW,2021-04-03 01:09:50,78,7.0419,134.2556,82.4,6.91
148,San Cristobal,75,VE,2021-04-03 01:09:50,73,7.7669,-72.225,78.8,2.3
149,Honiara,27,SB,2021-04-03 01:09:51,61,-9.4333,159.95,88.27,5.73
150,Leningradskiy,85,RU,2021-04-03 01:08:35,92,69.3833,178.4167,-10.01,4.0
151,Kaohsiung,40,TW,2021-04-03 01:07:41,74,22.6163,120.3133,82.0,4.61
152,Wangqing,100,CN,2021-04-03 01:09:51,73,43.3218,129.7634,46.08,7.58
153,Lasa,0,IT,2021-04-03 01:08:23,93,46.6166,10.7002,48.0,3.44
154,Buchanan,5,LR,2021-04-03 01:09:52,89,5.8808,-10.0467,78.84,5.64
155,Ust-Kuyga,100,RU,2021-04-03 01:09:52,92,70.0167,135.6,-6.09,8.25
156,Lubao,75,PH,2021-04-03 01:09:52,61,14.9167,120.55,82.4,4.61
157,Tiksi,100,RU,2021-04-03 01:06:40,99,71.6872,128.8694,-14.37,8.46
158,Vegreville,100,CA,2021-04-03 01:09:53,31,53.5001,-112.0518,44.6,4.61
159,Norman Wells,40,CA,2021-04-03 01:07:22,56,65.282,-126.8329,10.4,7.56
160,Caravelas,6,BR,2021-04-03 01:07:58,88,-17.7125,-39.2481,75.88,5.57
161,Port-Gentil,100,GA,2021-04-03 01:09:53,80,-0.7193,8.7815,81.0,8.12
162,Kavieng,100,PG,2021-04-03 01:07:56,73,-2.5744,150.7967,84.6,9.31
163,San Juan De Los Morros,94,VE,2021-04-03 01:09:54,55,9.9115,-67.3538,82.6,4.61
164,Kirakira,16,SB,2021-04-03 01:09:54,66,-10.4544,161.9205,86.58,7.4
165,Camacha,75,PT,2021-04-03 01:08:17,67,33.0833,-16.3333,60.8,8.05
166,Iwanai,100,JP,2021-04-03 01:09:55,67,42.9744,140.5089,50.97,6.89
167,Rocha,0,UY,2021-04-03 01:09:55,90,-34.4833,-54.3333,58.75,4.76
168,Taos,75,US,2021-04-03 01:09:55,19,36.4072,-105.5731,62.6,10.36
169,Tuatapere,100,NZ,2021-04-03 01:07:59,67,-46.1333,167.6833,57.0,8.01
170,Lebu,20,CL,2021-04-03 01:07:57,90,-37.6167,-73.65,54.46,15.28
171,Abrau-Dyurso,94,RU,2021-04-03 01:09:56,76,44.69,37.59,46.4,11.18
172,Mount Isa,40,AU,2021-04-03 01:09:12,30,-20.7333,139.5,84.2,14.97
173,Horta,100,PT,2021-04-03 01:09:56,85,38.5333,-28.6333,60.82,23.4
174,Pelotas,61,BR,2021-04-03 01:09:57,80,-31.7719,-52.3425,63.21,5.14
175,Nikolskoye,75,RU,2021-04-03 01:08:00,86,59.7035,30.7861,34.0,4.47
176,Tasiilaq,75,GL,2021-04-03 01:07:46,86,65.6145,-37.6368,30.2,13.8
177,Victor Harbor,0,AU,2021-04-03 01:09:57,27,-35.5667,138.6167,87.01,8.55
178,Ilhabela,31,BR,2021-04-03 01:06:36,80,-23.7781,-45.3581,72.48,3.62
179,Port Blair,92,IN,2021-04-03 01:07:54,68,11.6667,92.75,78.69,2.64
180,Katherine,100,AU,2021-04-03 01:09:58,45,-14.4667,132.2667,86.0,12.66
181,Zyryanka,71,RU,2021-04-03 01:09:58,81,65.75,150.85,1.2,4.05
182,Porto Novo,5,BJ,2021-04-03 01:09:58,86,6.4965,2.6036,79.66,5.84
183,Iqaluit,1,CA,2021-04-03 01:08:17,64,63.7506,-68.5145,-7.6,4.61
184,Yerbogachen,100,RU,2021-04-03 01:09:59,90,61.2767,108.0108,15.44,9.4
185,Port Elizabeth,0,ZA,2021-04-03 01:07:28,82,-33.918,25.5701,59.0,8.05
186,Mahebourg,75,MU,2021-04-03 01:08:22,100,-20.4081,57.7,75.2,12.59
187,Dingle,62,PH,2021-04-03 01:08:45,69,10.9995,122.6711,83.32,12.28
188,Airai,100,TL,2021-04-03 01:07:14,94,-8.9266,125.4092,62.91,2.73
189,Tefe,100,BR,2021-04-03 01:10:00,96,-3.3542,-64.7114,74.21,2.44
190,Vicente Guerrero,40,MX,2021-04-03 01:10:00,42,19.1194,-98.1708,64.4,6.91
191,Cockburn Town,40,TC,2021-04-03 01:10:00,73,21.4612,-71.1419,78.8,11.5
192,Marsh Harbour,66,BS,2021-04-03 01:08:22,57,26.5412,-77.0636,67.93,26.82
193,Ostersund,40,SE,2021-04-03 01:10:01,80,63.1792,14.6357,30.0,11.5
194,Vestmannaeyjar,100,IS,2021-04-03 01:10:01,91,63.4427,-20.2734,43.2,9.22
195,San Vicente,5,AR,2021-04-03 01:10:01,69,-26.6167,-54.1333,62.04,1.5
196,Camacupa,72,AO,2021-04-03 01:10:02,97,-12.0167,17.4833,59.38,3.85
197,Abu Samrah,1,SY,2021-04-03 01:08:54,86,35.3029,37.1841,46.63,15.32
198,Chapais,90,CA,2021-04-03 01:08:53,42,49.7834,-74.8492,21.2,8.05
199,Mayo,1,US,2021-04-03 01:08:13,31,38.8876,-76.5119,42.8,6.91
200,Omboue,100,GA,2021-04-03 01:09:14,90,-1.5746,9.2618,78.48,4.97
201,Cap Malheureux,22,MU,2021-04-03 01:08:26,82,-19.9842,57.6142,79.0,4.0
202,Cordoba,40,AR,2021-04-03 01:08:43,88,-31.4135,-64.1811,69.01,3.44
203,Bilma,7,NE,2021-04-03 01:07:59,12,18.6853,12.9164,70.14,5.23
204,Ebebiyin,100,GQ,2021-04-03 01:10:03,98,2.1511,11.3353,69.06,2.64
205,Waipawa,40,NZ,2021-04-03 01:07:56,55,-41.4122,175.5153,62.6,10.36
206,Ewa Beach,40,US,2021-04-03 01:10:03,51,21.3156,-158.0072,82.4,8.05
207,Boguchany,100,RU,2021-04-03 01:08:56,92,58.3814,97.4531,29.97,8.68
208,Okhotsk,100,RU,2021-04-03 01:10:04,76,59.3833,143.3,22.3,7.16
209,Yulara,0,AU,2021-04-03 01:06:51,29,-25.2406,130.9889,78.8,12.66
210,Kondinskoye,100,RU,2021-04-03 01:10:04,94,59.6481,67.41,32.67,7.67
211,Puerto Escondido,1,MX,2021-04-03 01:07:57,74,15.85,-97.0667,84.2,9.22
212,Senanga,5,ZM,2021-04-03 01:10:05,69,-16.1167,23.2667,66.13,5.5
213,Upata,100,VE,2021-04-03 01:10:05,68,8.0086,-62.3989,80.01,5.99
214,Derzhavinsk,37,KZ,2021-04-03 01:10:05,77,51.1,66.3167,15.8,8.05
215,Guihing,75,PH,2021-04-03 01:10:06,83,6.6822,125.3473,80.6,6.91
216,Markova,2,UA,2021-04-03 01:10:06,79,48.6758,24.4138,33.42,3.13
217,Myaundzha,97,RU,2021-04-03 01:10:06,84,63.0494,147.1858,7.65,1.39
218,Ostrovnoy,100,RU,2021-04-03 01:07:25,97,68.0531,39.5131,20.62,8.68
219,Marand,40,IR,2021-04-03 01:10:07,53,38.4329,45.7749,46.4,6.91
220,Dondo,0,MZ,2021-04-03 01:10:07,83,-19.6094,34.7431,71.6,4.5
221,Requena,12,ES,2021-04-03 01:10:07,65,39.4883,-1.1004,59.0,5.66
222,Ramshir,40,IR,2021-04-03 01:07:14,46,30.8946,49.4092,73.4,13.8
223,Fairbanks,20,US,2021-04-03 01:07:47,57,64.8378,-147.7164,15.01,2.68
224,Chifeng,74,CN,2021-04-03 01:10:08,21,42.2683,118.9636,41.65,18.86
225,Quatre Cocos,75,MU,2021-04-03 01:07:26,100,-20.2078,57.7625,79.0,11.45
226,Odweyne,5,SO,2021-04-03 01:07:58,46,9.4092,45.064,69.22,0.78
227,Pihani,1,IN,2021-04-03 01:06:17,5,27.6333,80.2,68.14,4.88
228,Hualmay,46,PE,2021-04-03 01:10:09,85,-11.0964,-77.6139,69.53,5.79
229,Marsa Matruh,0,EG,2021-04-03 01:07:26,87,31.3525,27.2453,50.0,3.87
230,San Jose Iturbide,20,MX,2021-04-03 01:07:47,48,21.0,-100.3833,66.2,28.77
231,Kupang,90,ID,2021-04-03 01:10:09,100,-10.1667,123.5833,73.4,5.75
232,Kalmunai,54,LK,2021-04-03 01:10:10,81,7.4167,81.8167,77.09,5.14
233,Dubrovytsya,54,UA,2021-04-03 01:10:10,66,51.5744,26.565,35.01,3.62
234,Ancud,68,CL,2021-04-03 01:06:45,90,-41.8697,-73.8203,55.0,1.99
235,Marawi,100,PH,2021-04-03 01:10:10,84,7.9986,124.2928,75.27,2.84
236,Ribeira Grande,100,PT,2021-04-03 01:07:15,84,38.5167,-28.7,61.65,26.37
237,Apatity,60,RU,2021-04-03 01:10:11,96,67.5641,33.4031,25.0,2.3
